날짜,요일,홈,방문,구장,관중수
2021-07-07,수,한화,KIA,대전,518
2021-07-07,수,두산,NC,잠실,924
2021-07-07,수,키움,SSG,고척,"1,328"
2021-07-08,목,삼성,KT,대구,"1,994"
2021-07-08,목,키움,SSG,고척,"1,436"
2021-07-09,금,SSG,한화,문학,"3,370"
2021-07-09,금,KIA,KT,광주,"1,168"
2021-07-09,금,삼성,롯데,대구,"2,754"
2021-07-10,토,SSG,한화,문학,"4,747"
2021-07-10,토,삼성,롯데,대구,"8,207"
2021-07-11,일,SSG,한화,문학,"3,754"
2021-07-11,일,KIA,KT,광주,"1,546"
2021-07-11,일,삼성,롯데,대구,"5,890"
2021-08-10,화,KIA,한화,광주,836
2021-08-10,화,키움,KT,고척,0
2021-08-10,화,NC,롯데,창원,0
2021-08-10,화,LG,SSG,잠실,0
2021-08-11,수,KIA,한화,광주,"1,853"
2021-08-11,수,키움,KT,고척,0
2021-08-11,수,NC,롯데,창원,0
2021-08-11,수,삼성,두산,대구,"2,433"
2021-08-11,수,LG,SSG,잠실,0
2021-08-12,목,키움,KT,고척,0
2021-08-12,목,NC,롯데,창원,0
2021-08-12,목,삼성,두산,대구,"2,489"
2021-08-13,금,SSG,KIA,문학,0
2021-08-13,금,LG,롯데,잠실,0
2021-08-13,금,한화,NC,대전,0
2021-08-13,금,키움,두산,고척,0
2021-08-13,금,KT,삼성,수원,0
2021-08-14,토,SSG,KIA,문학,0
2021-08-14,토,LG,롯데,잠실,0
2021-08-14,토,한화,NC,대전,0
2021-08-14,토,키움,두산,고척,0
2021-08-14,토,KT,삼성,수원,0
2021-08-15,일,SSG,KIA,문학,0
2021-08-15,일,LG,롯데,잠실,0
2021-08-15,일,한화,NC,대전,0
2021-08-15,일,키움,두산,고척,0
2021-08-15,일,KT,삼성,수원,0
2021-08-17,화,KT,LG,수원,0
2021-08-17,화,한화,삼성,대전,0
2021-08-17,화,롯데,키움,사직,0
2021-08-18,수,두산,KIA,잠실,0
2021-08-18,수,KT,LG,수원,0
2021-08-18,수,SSG,NC,문학,0
2021-08-18,수,한화,삼성,대전,0
2021-08-18,수,롯데,키움,사직,0
2021-08-19,목,두산,KIA,잠실,0
2021-08-19,목,KT,LG,수원,0
2021-08-19,목,SSG,NC,문학,0
2021-08-19,목,한화,삼성,대전,0
2021-08-20,금,두산,한화,잠실,0
2021-08-20,금,롯데,KT,사직,0
2021-08-20,금,NC,LG,창원,0
2021-08-20,금,삼성,SSG,대구,"2,504"
2021-08-20,금,KIA,키움,광주,"1,157"
2021-08-21,토,두산,한화,잠실,0
2021-08-22,일,두산,한화,잠실,0
2021-08-22,일,롯데,KT,사직,0
2021-08-22,일,NC,LG,창원,0
2021-08-22,일,삼성,SSG,대구,"4,433"
2021-08-22,일,KIA,키움,광주,"1,340"
2021-08-23,월,롯데,KT,사직,0
2021-08-24,화,두산,한화,잠실,0
2021-08-24,화,삼성,SSG,대구,852
2021-08-24,화,KIA,키움,광주,379
2021-08-25,수,키움,한화,고척,0
2021-08-25,수,KIA,롯데,광주,579
2021-08-25,수,KT,SSG,수원,0
2021-08-25,수,LG,삼성,잠실,0
2021-08-26,목,키움,한화,고척,0
2021-08-26,목,KIA,롯데,광주,"1,131"
2021-08-26,목,NC,두산,창원,0
2021-08-26,목,NC,두산,창원,0
2021-08-26,목,KT,SSG,수원,0
2021-08-26,목,LG,삼성,잠실,0
2021-08-27,금,키움,한화,고척,0
2021-08-27,금,NC,두산,창원,0
2021-08-27,금,KT,SSG,수원,0
2021-08-27,금,LG,삼성,잠실,0
2021-08-28,토,SSG,KIA,문학,0
2021-08-28,토,한화,NC,대전,0
2021-08-28,토,롯데,두산,사직,0
2021-08-28,토,KT,삼성,수원,0
2021-08-28,토,LG,키움,잠실,0
2021-08-29,일,SSG,KIA,문학,0
2021-08-29,일,한화,NC,대전,0
2021-08-29,일,롯데,두산,사직,0
2021-08-29,일,KT,삼성,수원,0
2021-08-29,일,LG,키움,잠실,0
2021-08-31,화,한화,KT,대전,0
2021-08-31,화,롯데,LG,사직,0
2021-08-31,화,삼성,키움,대구,"1,495"
2021-09-01,수,두산,KIA,잠실,0
2021-09-01,수,두산,KIA,잠실,0
2021-09-01,수,한화,KT,대전,227
2021-09-01,수,SSG,NC,문학,0
2021-09-01,수,SSG,NC,문학,0
2021-09-01,수,삼성,키움,대구,580
2021-09-02,목,키움,KT,고척,0
2021-09-02,목,LG,NC,잠실,0
2021-09-02,목,SSG,두산,문학,0
2021-09-02,목,KIA,삼성,광주,555
2021-09-03,금,롯데,한화,사직,0
2021-09-03,금,롯데,한화,사직,0
2021-09-03,금,키움,KT,고척,0
2021-09-03,금,LG,NC,잠실,0
2021-09-03,금,SSG,두산,문학,0
2021-09-03,금,KIA,삼성,광주,887
2021-09-04,토,한화,KIA,대전,"1,647"
2021-09-04,토,LG,KT,잠실,0
2021-09-04,토,NC,롯데,창원,"2,368"
2021-09-04,토,삼성,두산,대구,"4,769"
2021-09-04,토,키움,SSG,고척,0
2021-09-05,일,한화,KIA,대전,"1,618"
2021-09-05,일,LG,KT,잠실,0
2021-09-05,일,NC,롯데,창원,"2,407"
2021-09-05,일,삼성,두산,대구,"4,795"
2021-09-05,일,키움,SSG,고척,0
2021-09-07,화,NC,한화,창원,534
2021-09-07,화,삼성,롯데,대구,"1,466"
2021-09-08,수,NC,한화,창원,680
2021-09-08,수,KT,KIA,수원,0
2021-09-08,수,SSG,LG,문학,0
2021-09-08,수,삼성,롯데,대구,"2,463"
2021-09-08,수,두산,키움,잠실,0
2021-09-09,목,LG,한화,잠실,0
2021-09-09,목,키움,KIA,고척,0
2021-09-09,목,삼성,KT,대구,"1,478"
2021-09-09,목,NC,두산,창원,705
2021-09-09,목,롯데,SSG,사직,"1,390"
2021-09-10,금,LG,한화,잠실,0
2021-09-10,금,키움,KIA,고척,0
2021-09-10,금,삼성,KT,대구,"2,873"
2021-09-10,금,NC,두산,창원,966
2021-09-10,금,롯데,SSG,사직,"1,550"
2021-09-11,토,두산,LG,잠실,0
2021-09-11,토,KIA,NC,광주,"1,178"
2021-09-11,토,KT,SSG,수원,0
2021-09-11,토,한화,삼성,대전,"2,428"
2021-09-11,토,롯데,키움,사직,"3,031"
2021-09-12,일,두산,LG,잠실,0
2021-09-12,일,두산,LG,잠실,0
2021-09-12,일,KIA,NC,광주,"1,170"
2021-09-12,일,KIA,NC,광주,975
2021-09-12,일,KT,SSG,수원,0
2021-09-12,일,KT,SSG,수원,0
2021-09-12,일,한화,삼성,대전,"1,954"
2021-09-12,일,한화,삼성,대전,"1,400"
2021-09-12,일,롯데,키움,사직,"2,558"
2021-09-12,일,롯데,키움,사직,"1,942"
2021-09-14,화,SSG,한화,문학,0
2021-09-14,화,두산,KT,잠실,0
2021-09-14,화,삼성,LG,대구,"2,163"
2021-09-14,화,KIA,롯데,광주,533
2021-09-14,화,NC,키움,창원,516
2021-09-15,수,SSG,한화,문학,0
2021-09-15,수,두산,KT,잠실,0
2021-09-15,수,삼성,LG,대구,"2,214"
2021-09-15,수,KIA,롯데,광주,389
2021-09-15,수,KIA,롯데,광주,618
2021-09-15,수,NC,키움,창원,728
2021-09-16,목,키움,한화,고척,0
2021-09-16,목,삼성,KIA,대구,"1,710"
2021-09-16,목,NC,LG,창원,690
2021-09-16,목,KT,롯데,수원,0
2021-09-16,목,두산,SSG,잠실,0
2021-09-17,금,키움,한화,고척,0
2021-09-17,금,삼성,KIA,대구,"2,570"
2021-09-17,금,NC,LG,창원,850
2021-09-17,금,KT,롯데,수원,0
2021-09-17,금,두산,SSG,잠실,0
2021-09-18,토,LG,KIA,잠실,0
2021-09-18,토,NC,KT,창원,"2,208"
2021-09-18,토,한화,롯데,대전,"2,112"
2021-09-18,토,키움,두산,고척,0
2021-09-18,토,SSG,삼성,문학,0
2021-09-19,일,LG,KIA,잠실,0
2021-09-19,일,NC,KT,창원,"2,286"
2021-09-19,일,한화,롯데,대전,"2,307"
2021-09-19,일,키움,두산,고척,0
2021-09-19,일,SSG,삼성,문학,0
2021-09-21,화,KIA,KT,광주,"1,484"
2021-09-21,화,한화,LG,대전,"2,187"
2021-09-21,화,두산,NC,잠실,0
2021-09-21,화,롯데,삼성,사직,"2,333"
2021-09-21,화,SSG,키움,문학,0
2021-09-22,수,KIA,KT,광주,"1,437"
2021-09-22,수,한화,LG,대전,"2,585"
2021-09-22,수,두산,NC,잠실,0
2021-09-22,수,롯데,삼성,사직,"5,058"
2021-09-22,수,SSG,키움,문학,0
2021-09-23,목,KT,한화,수원,0
2021-09-23,목,SSG,롯데,문학,0
2021-09-23,목,키움,NC,고척,0
2021-09-23,목,KIA,두산,광주,840
2021-09-23,목,LG,삼성,잠실,0
2021-09-24,금,KT,한화,수원,0
2021-09-24,금,SSG,롯데,문학,0
2021-09-24,금,SSG,롯데,문학,0
2021-09-24,금,키움,NC,고척,0
2021-09-24,금,KIA,두산,광주,883
2021-09-24,금,LG,삼성,잠실,0
2021-09-25,토,두산,한화,잠실,0
2021-09-25,토,KT,LG,수원,0
2021-09-25,토,키움,롯데,고척,0
2021-09-25,토,삼성,NC,대구,"6,428"
2021-09-25,토,KIA,SSG,광주,"1,925"
2021-09-26,일,두산,한화,잠실,0
2021-09-26,일,KT,LG,수원,0
2021-09-26,일,키움,롯데,고척,0
2021-09-26,일,삼성,NC,대구,"5,739"
