날짜,요일,홈,방문,구장,관중수
2021-09-26,일,KIA,SSG,광주,"1,809"
2021-09-28,화,NC,KIA,창원,893
2021-09-28,화,LG,롯데,잠실,0
2021-09-28,화,KT,두산,수원,0
2021-09-28,화,삼성,SSG,대구,"2,389"
2021-09-28,화,한화,키움,대전,919
2021-09-29,수,NC,KIA,창원,447
2021-09-29,수,KT,두산,수원,0
2021-09-30,목,삼성,한화,대구,"2,676"
2021-09-30,목,롯데,KT,사직,"1,151"
2021-09-30,목,LG,두산,잠실,0
2021-09-30,목,NC,SSG,창원,796
2021-09-30,목,KIA,키움,광주,543
2021-10-01,금,삼성,한화,대구,"5,966"
2021-10-01,금,롯데,KT,사직,930
2021-10-01,금,롯데,KT,사직,"1,340"
2021-10-01,금,LG,두산,잠실,0
2021-10-01,금,NC,SSG,창원,"1,374"
2021-10-01,금,KIA,키움,광주,855
2021-10-02,토,KIA,한화,광주,"1,891"
2021-10-02,토,SSG,KT,문학,0
2021-10-02,토,키움,LG,고척,0
2021-10-02,토,롯데,NC,사직,"3,771"
2021-10-02,토,두산,삼성,잠실,0
2021-10-03,일,KIA,한화,광주,"1,810"
2021-10-03,일,SSG,KT,문학,0
2021-10-03,일,키움,LG,고척,0
2021-10-03,일,롯데,NC,사직,"3,986"
2021-10-03,일,두산,삼성,잠실,0
2021-10-05,화,롯데,KIA,사직,"1,867"
2021-10-05,화,KT,NC,수원,0
2021-10-05,화,한화,두산,대전,"1,033"
2021-10-05,화,LG,SSG,잠실,0
2021-10-05,화,키움,삼성,고척,0
2021-10-06,수,롯데,KIA,사직,"3,885"
2021-10-06,수,KT,NC,수원,0
2021-10-06,수,한화,두산,대전,"1,052"
2021-10-06,수,LG,SSG,잠실,0
2021-10-06,수,LG,SSG,잠실,0
2021-10-06,수,키움,삼성,고척,0
2021-10-07,목,KIA,LG,광주,820
2021-10-07,목,두산,롯데,잠실,0
2021-10-07,목,한화,SSG,대전,642
2021-10-07,목,NC,삼성,창원,"1,067"
2021-10-07,목,KT,키움,수원,0
2021-10-08,금,KIA,LG,광주,"1,249"
2021-10-08,금,두산,롯데,잠실,0
2021-10-08,금,한화,SSG,대전,"1,211"
2021-10-08,금,NC,삼성,창원,"1,885"
2021-10-09,토,한화,KIA,대전,"2,707"
2021-10-09,토,LG,KT,잠실,0
2021-10-09,토,SSG,롯데,문학,0
2021-10-10,일,한화,KIA,대전,"2,333"
2021-10-10,일,한화,KIA,대전,"1,641"
2021-10-10,일,NC,두산,창원,"2,856"
2021-10-11,월,LG,KT,잠실,0
2021-10-12,화,두산,KT,잠실,0
2021-10-12,화,SSG,LG,문학,0
2021-10-12,화,키움,NC,고척,0
2021-10-12,화,KIA,삼성,광주,535
2021-10-13,수,두산,KT,잠실,0
2021-10-13,수,롯데,LG,사직,"1,629"
2021-10-13,수,키움,NC,고척,0
2021-10-13,수,KIA,삼성,광주,862
2021-10-14,목,두산,KT,잠실,0
2021-10-14,목,롯데,LG,사직,"1,663"
2021-10-14,목,키움,NC,고척,0
2021-10-14,목,KIA,삼성,광주,727
2021-10-15,금,KT,KIA,수원,0
2021-10-15,금,롯데,LG,사직,"1,850"
2021-10-15,금,두산,NC,잠실,0
2021-10-15,금,삼성,키움,대구,"2,745"
2021-10-16,토,KT,한화,수원,0
2021-10-16,토,두산,KIA,잠실,0
2021-10-16,토,NC,LG,창원,"2,317"
2021-10-16,토,롯데,SSG,사직,"2,336"
2021-10-16,토,삼성,키움,대구,"4,418"
2021-10-16,토,삼성,키움,대구,"4,174"
2021-10-17,일,KT,한화,수원,0
2021-10-17,일,두산,KIA,잠실,0
2021-10-17,일,두산,KIA,잠실,0
2021-10-17,일,NC,LG,창원,"2,282"
2021-10-17,일,NC,LG,창원,"1,175"
2021-10-17,일,롯데,SSG,사직,"2,257"
2021-10-17,일,롯데,SSG,사직,"1,264"
2021-10-17,일,삼성,키움,대구,"5,668"
2021-10-19,화,NC,KT,창원,764
2021-10-19,화,삼성,두산,대구,"2,750"
2021-10-19,화,KIA,SSG,광주,595
2021-10-19,화,LG,키움,잠실,"1,624"
2021-10-20,수,KIA,KT,광주,688
2021-10-20,수,SSG,NC,문학,956
2021-10-20,수,LG,키움,잠실,"1,606"
2021-10-21,목,KIA,한화,광주,963
2021-10-21,목,SSG,두산,문학,"1,253"
2021-10-21,목,LG,키움,잠실,"1,617"
2021-10-22,금,롯데,한화,사직,"1,429"
2021-10-22,금,NC,KIA,창원,"1,079"
2021-10-22,금,삼성,KT,대구,"5,866"
2021-10-22,금,SSG,두산,문학,"1,631"
2021-10-23,토,롯데,한화,사직,"3,051"
2021-10-23,토,NC,KIA,창원,"1,579"
2021-10-23,토,NC,KIA,창원,"1,472"
2021-10-23,토,삼성,KT,대구,"8,512"
2021-10-23,토,두산,LG,잠실,"3,593"
2021-10-24,일,롯데,한화,사직,"3,167"
2021-10-24,일,NC,KIA,창원,"1,712"
2021-10-24,일,두산,LG,잠실,"2,862"
2021-10-24,일,두산,LG,잠실,"3,254"
2021-10-24,일,삼성,SSG,대구,"8,576"
2021-10-24,일,KT,키움,수원,"2,145"
2021-10-25,월,LG,롯데,잠실,"3,249"
2021-10-25,월,한화,키움,대전,"1,014"
2021-10-26,화,한화,LG,대전,"1,011"
2021-10-26,화,NC,SSG,창원,"1,091"
2021-10-26,화,두산,키움,잠실,"2,293"
2021-10-27,수,롯데,KIA,사직,"1,458"
2021-10-27,수,한화,LG,대전,"1,125"
2021-10-27,수,KT,NC,수원,"1,564"
2021-10-27,수,SSG,두산,문학,"2,039"
2021-10-27,수,키움,삼성,고척,"2,569"
2021-10-28,목,롯데,KIA,사직,"1,462"
2021-10-28,목,한화,LG,대전,"1,543"
2021-10-28,목,KT,NC,수원,622
2021-10-28,목,KT,NC,수원,"1,144"
2021-10-28,목,SSG,두산,문학,"2,515"
2021-10-29,금,키움,KT,고척,"1,495"
2021-10-29,금,롯데,LG,사직,"2,556"
2021-10-29,금,KIA,두산,광주,"1,883"
2021-10-29,금,NC,삼성,창원,"3,309"
2021-10-30,토,SSG,KT,문학,"4,484"
2021-10-30,토,롯데,LG,사직,"5,855"
2021-10-30,토,한화,두산,대전,"3,900"
2021-10-30,토,NC,삼성,창원,"5,061"
2021-10-30,토,KIA,키움,광주,"3,831"
