날짜,요일,홈,방문,구장,관중수
2023-09-27,수,NC,KIA,창원,"3,775"
2023-09-27,수,NC,KIA,창원,"8,190"
2023-09-27,수,LG,KT,잠실,"5,656"
2023-09-27,수,LG,KT,잠실,"14,733"
2023-09-27,수,SSG,두산,문학,"6,526"
2023-09-27,수,SSG,두산,문학,"12,132"
2023-09-27,수,한화,삼성,대전,"2,807"
2023-09-27,수,한화,삼성,대전,"7,281"
2023-09-28,목,롯데,한화,사직,"12,227"
2023-09-28,목,NC,KIA,창원,"11,864"
2023-09-28,목,키움,SSG,고척,"7,082"
2023-09-28,목,LG,삼성,잠실,"21,057"
2023-09-29,금,롯데,한화,사직,"10,279"
2023-09-29,금,키움,KIA,고척,"14,472"
2023-09-29,금,두산,LG,잠실,"20,951"
2023-09-30,토,SSG,KIA,문학,"22,191"
2023-09-30,토,두산,LG,잠실,"23,750"
2023-09-30,토,삼성,NC,대구,"24,000"
2023-10-01,일,SSG,KIA,문학,"22,701"
2023-10-01,일,두산,LG,잠실,"23,750"
2023-10-01,일,한화,NC,대전,"11,004"
2023-10-01,일,롯데,삼성,사직,"20,159"
2023-10-01,일,KT,키움,수원,"11,337"
2023-10-02,월,KT,LG,수원,"18,700"
2023-10-02,월,한화,NC,대전,"12,000"
2023-10-02,월,롯데,삼성,사직,"15,868"
2023-10-02,월,롯데,삼성,사직,"16,293"
2023-10-02,월,두산,키움,잠실,"18,050"
2023-10-03,화,KT,KIA,수원,"16,841"
2023-10-03,화,SSG,NC,문학,"14,507"
2023-10-03,화,롯데,삼성,사직,"13,042"
2023-10-03,화,두산,키움,잠실,"14,588"
2023-10-04,수,삼성,한화,대구,"12,571"
2023-10-04,수,KT,KIA,수원,"3,908"
2023-10-04,수,KT,KIA,수원,"5,907"
2023-10-04,수,롯데,LG,사직,"6,970"
2023-10-04,수,SSG,NC,문학,"8,006"
2023-10-05,목,삼성,한화,대구,"14,483"
2023-10-05,목,KT,KIA,수원,"7,264"
2023-10-05,목,롯데,LG,사직,"10,040"
2023-10-05,목,SSG,NC,문학,"9,004"
2023-10-06,금,SSG,한화,문학,"15,755"
2023-10-06,금,LG,KIA,잠실,"23,750"
2023-10-06,금,KT,삼성,수원,"8,132"
2023-10-07,토,KT,한화,수원,"15,210"
2023-10-07,토,키움,LG,고척,"13,301"
2023-10-07,토,두산,롯데,잠실,"19,916"
2023-10-07,토,NC,SSG,창원,"13,479"
2023-10-08,일,KT,한화,수원,"15,197"
2023-10-08,일,두산,롯데,잠실,"21,392"
2023-10-08,일,NC,SSG,창원,"10,073"
2023-10-08,일,KIA,삼성,광주,"16,005"
2023-10-09,월,NC,한화,창원,"8,716"
2023-10-09,월,LG,롯데,잠실,"22,807"
2023-10-09,월,KIA,삼성,광주,"12,758"
2023-10-10,화,NC,한화,창원,"7,342"
2023-10-10,화,LG,롯데,잠실,"18,521"
2023-10-10,화,KT,두산,수원,"10,937"
2023-10-10,화,KIA,SSG,광주,"8,333"
2023-10-10,화,키움,삼성,고척,"11,757"
2023-10-11,수,롯데,두산,사직,"9,940"
2023-10-11,수,KIA,키움,광주,"3,656"
2023-10-12,목,KIA,롯데,광주,"4,767"
2023-10-12,목,두산,NC,잠실,"7,113"
2023-10-13,금,두산,KIA,잠실,"19,188"
2023-10-13,금,NC,LG,창원,"6,257"
2023-10-13,금,SSG,키움,문학,"16,783"
2023-10-14,토,한화,롯데,대전,"9,153"
2023-10-14,토,LG,두산,잠실,"21,771"
2023-10-14,토,삼성,SSG,대구,"24,000"
2023-10-15,일,한화,롯데,대전,"9,840"
2023-10-15,일,LG,두산,잠실,"23,750"
2023-10-15,일,NC,삼성,창원,"17,861"
2023-10-16,월,한화,롯데,대전,"12,000"
2023-10-16,월,KIA,NC,광주,"5,251"
2023-10-16,월,두산,SSG,잠실,"15,850"
2023-10-17,화,KIA,NC,광주,"10,175"
2023-10-17,화,SSG,두산,문학,"21,007"
