날짜,요일,홈,방문,구장,관중수
2022-05-15,일,한화,롯데,대전,"8,154"
2022-05-15,일,SSG,NC,문학,"11,414"
2022-05-15,일,삼성,두산,대구,"14,754"
2022-05-15,일,KT,키움,수원,"6,587"
2022-05-17,화,롯데,KIA,사직,"9,055"
2022-05-17,화,KT,LG,수원,"5,600"
2022-05-17,화,두산,SSG,잠실,"5,743"
2022-05-17,화,한화,삼성,대전,"3,941"
2022-05-17,화,NC,키움,창원,"2,420"
2022-05-18,수,롯데,KIA,사직,"9,885"
2022-05-18,수,KT,LG,수원,"5,106"
2022-05-18,수,두산,SSG,잠실,"5,586"
2022-05-18,수,한화,삼성,대전,"4,107"
2022-05-18,수,NC,키움,창원,"2,526"
2022-05-19,목,롯데,KIA,사직,"10,396"
2022-05-19,목,KT,LG,수원,"5,234"
2022-05-19,목,두산,SSG,잠실,"7,360"
2022-05-19,목,한화,삼성,대전,"4,014"
2022-05-19,목,NC,키움,창원,"2,686"
2022-05-20,금,키움,한화,고척,"3,080"
2022-05-20,금,삼성,KT,대구,"9,838"
2022-05-20,금,SSG,LG,문학,"13,904"
2022-05-20,금,두산,롯데,잠실,"15,486"
2022-05-20,금,KIA,NC,광주,"9,135"
2022-05-21,토,키움,한화,고척,"6,689"
2022-05-21,토,삼성,KT,대구,"15,676"
2022-05-21,토,SSG,LG,문학,"21,315"
2022-05-21,토,두산,롯데,잠실,"20,588"
2022-05-21,토,KIA,NC,광주,"15,565"
2022-05-22,일,키움,한화,고척,"5,330"
2022-05-22,일,삼성,KT,대구,"11,507"
2022-05-22,일,SSG,LG,문학,"18,157"
2022-05-22,일,두산,롯데,잠실,"19,143"
2022-05-22,일,KIA,NC,광주,"16,282"
2022-05-24,화,삼성,KIA,대구,"7,081"
2022-05-24,화,NC,KT,창원,"1,686"
2022-05-24,화,SSG,롯데,문학,"11,996"
2022-05-24,화,한화,두산,대전,"3,172"
2022-05-24,화,LG,키움,잠실,"6,074"
2022-05-25,수,삼성,KIA,대구,"8,000"
2022-05-25,수,NC,KT,창원,"2,428"
2022-05-25,수,SSG,롯데,문학,"9,890"
2022-05-25,수,한화,두산,대전,"5,253"
2022-05-25,수,LG,키움,잠실,"6,937"
2022-05-26,목,삼성,KIA,대구,"7,568"
2022-05-26,목,NC,KT,창원,"1,728"
2022-05-26,목,SSG,롯데,문학,"13,672"
2022-05-26,목,한화,두산,대전,"4,638"
2022-05-26,목,LG,키움,잠실,"6,655"
2022-05-27,금,KT,한화,수원,"6,090"
2022-05-27,금,NC,두산,창원,"3,328"
2022-05-27,금,KIA,SSG,광주,"10,208"
2022-05-27,금,LG,삼성,잠실,"13,775"
2022-05-27,금,롯데,키움,사직,"11,008"
2022-05-28,토,KT,한화,수원,"11,494"
2022-05-28,토,NC,두산,창원,"7,638"
2022-05-28,토,KIA,SSG,광주,"12,245"
2022-05-28,토,LG,삼성,잠실,"21,100"
2022-05-28,토,롯데,키움,사직,"13,820"
2022-05-29,일,KT,한화,수원,"9,503"
2022-05-29,일,NC,두산,창원,"3,979"
2022-05-29,일,KIA,SSG,광주,"12,595"
2022-05-29,일,LG,삼성,잠실,"17,435"
2022-05-29,일,롯데,키움,사직,"12,038"
2022-05-31,화,두산,KIA,잠실,"18,194"
2022-05-31,화,SSG,KT,문학,"7,883"
2022-05-31,화,롯데,LG,사직,"7,815"
2022-05-31,화,한화,NC,대전,"4,269"
2022-05-31,화,키움,삼성,고척,"4,100"
2022-06-01,수,두산,KIA,잠실,"23,244"
2022-06-01,수,SSG,KT,문학,"15,288"
2022-06-01,수,롯데,LG,사직,"11,093"
2022-06-01,수,한화,NC,대전,"6,851"
2022-06-01,수,키움,삼성,고척,"7,181"
2022-06-02,목,두산,KIA,잠실,"11,029"
2022-06-02,목,SSG,KT,문학,"5,525"
2022-06-02,목,롯데,LG,사직,"8,384"
2022-06-02,목,한화,NC,대전,"3,003"
2022-06-02,목,키움,삼성,고척,"2,477"
2022-06-03,금,KT,KIA,수원,"10,749"
2022-06-03,금,NC,롯데,창원,"9,544"
2022-06-03,금,삼성,두산,대구,"8,600"
2022-06-03,금,LG,SSG,잠실,"9,487"
2022-06-03,금,한화,키움,대전,"4,166"
2022-06-04,토,KT,KIA,수원,"20,000"
2022-06-04,토,NC,롯데,창원,"11,736"
2022-06-04,토,삼성,두산,대구,"16,425"
2022-06-04,토,LG,SSG,잠실,"16,345"
2022-06-04,토,한화,키움,대전,"9,140"
2022-06-05,일,KT,KIA,수원,"20,000"
2022-06-05,일,LG,SSG,잠실,"14,964"
2022-06-07,화,두산,한화,잠실,"4,702"
2022-06-07,화,키움,KT,고척,"1,904"
2022-06-07,화,NC,SSG,창원,"2,158"
2022-06-07,화,롯데,삼성,사직,"4,680"
2022-06-08,수,두산,한화,잠실,"4,882"
2022-06-08,수,키움,KT,고척,"1,342"
2022-06-08,수,KIA,LG,광주,"6,812"
2022-06-08,수,NC,SSG,창원,"2,316"
2022-06-08,수,롯데,삼성,사직,"4,733"
2022-06-09,목,두산,한화,잠실,"6,612"
2022-06-09,목,키움,KT,고척,"1,414"
2022-06-09,목,KIA,LG,광주,"7,606"
2022-06-09,목,NC,SSG,창원,"3,010"
2022-06-09,목,롯데,삼성,사직,"5,236"
2022-06-10,금,SSG,한화,문학,"9,958"
2022-06-10,금,롯데,KT,사직,"4,902"
2022-06-10,금,삼성,NC,대구,"10,012"
2022-06-10,금,LG,두산,잠실,"11,791"
2022-06-10,금,KIA,키움,광주,"8,951"
2022-06-11,토,SSG,한화,문학,"20,078"
2022-06-11,토,롯데,KT,사직,"10,087"
2022-06-11,토,삼성,NC,대구,"14,155"
2022-06-11,토,LG,두산,잠실,"19,035"
2022-06-11,토,KIA,키움,광주,"16,267"
2022-06-12,일,SSG,한화,문학,"15,128"
2022-06-12,일,롯데,KT,사직,"5,997"
2022-06-12,일,삼성,NC,대구,"10,614"
2022-06-12,일,LG,두산,잠실,"15,235"
2022-06-12,일,KIA,키움,광주,"14,849"
2022-06-14,화,키움,두산,고척,"2,536"
2022-06-14,화,KT,SSG,수원,"3,108"
2022-06-14,화,LG,삼성,잠실,"6,824"
2022-06-15,수,NC,KIA,창원,"3,444"
2022-06-15,수,한화,롯데,대전,"3,403"
2022-06-15,수,키움,두산,고척,"2,062"
2022-06-15,수,KT,SSG,수원,"3,596"
2022-06-15,수,LG,삼성,잠실,"6,328"
2022-06-16,목,NC,KIA,창원,"4,547"
2022-06-16,목,한화,롯데,대전,"3,640"
2022-06-16,목,키움,두산,고척,"2,349"
2022-06-16,목,KT,SSG,수원,"4,355"
2022-06-16,목,LG,삼성,잠실,"8,976"
2022-06-17,금,NC,한화,창원,"3,678"
2022-06-17,금,두산,KT,잠실,"4,898"
2022-06-17,금,키움,LG,고척,"4,608"
2022-06-17,금,롯데,SSG,사직,"5,687"
2022-06-17,금,KIA,삼성,광주,"8,865"
2022-06-18,토,NC,한화,창원,"7,205"
2022-06-18,토,두산,KT,잠실,"9,033"
2022-06-18,토,키움,LG,고척,"8,705"
2022-06-18,토,롯데,SSG,사직,"10,173"
2022-06-18,토,KIA,삼성,광주,"14,825"
2022-06-19,일,NC,한화,창원,"4,605"
2022-06-19,일,두산,KT,잠실,"6,966"
2022-06-19,일,키움,LG,고척,"7,849"
2022-06-19,일,롯데,SSG,사직,"6,314"
2022-06-19,일,KIA,삼성,광주,"9,977"
2022-06-21,화,LG,한화,잠실,"7,317"
2022-06-21,화,KIA,롯데,광주,"5,956"
2022-06-21,화,KT,NC,수원,"2,292"
2022-06-21,화,SSG,두산,문학,"8,067"
2022-06-21,화,삼성,키움,대구,"5,936"
2022-06-22,수,LG,한화,잠실,"8,200"
2022-06-22,수,KIA,롯데,광주,"8,754"
2022-06-22,수,KT,NC,수원,"2,866"
2022-06-22,수,SSG,두산,문학,"9,261"
2022-06-22,수,삼성,키움,대구,"6,515"
2022-06-23,목,KIA,롯데,광주,"5,909"
2022-06-23,목,삼성,키움,대구,"4,959"
2022-06-24,금,두산,KIA,잠실,"14,470"
2022-06-24,금,KT,LG,수원,"7,021"
2022-06-24,금,SSG,NC,문학,"11,040"
2022-06-24,금,한화,삼성,대전,"4,132"
2022-06-24,금,롯데,키움,사직,"3,769"
2022-06-25,토,두산,KIA,잠실,"22,093"
2022-06-25,토,KT,LG,수원,"13,557"
2022-06-25,토,SSG,NC,문학,"17,058"
2022-06-25,토,한화,삼성,대전,"8,225"
2022-06-25,토,롯데,키움,사직,"8,922"
2022-06-26,일,두산,KIA,잠실,"16,298"
2022-06-26,일,KT,LG,수원,"8,044"
2022-06-26,일,SSG,NC,문학,"13,149"
2022-06-26,일,한화,삼성,대전,"5,214"
2022-06-26,일,롯데,키움,사직,"6,596"
2022-06-28,화,키움,KIA,고척,"7,388"
2022-06-28,화,삼성,KT,대구,"3,769"
2022-06-28,화,LG,NC,잠실,"3,361"
2022-06-28,화,롯데,두산,사직,"3,429"
2022-06-28,화,한화,SSG,대전,"3,027"
2022-06-29,수,키움,KIA,고척,"7,941"
2022-06-29,수,삼성,KT,대구,"4,679"
2022-06-29,수,한화,SSG,대전,"1,747"
2022-06-30,목,키움,KIA,고척,"7,165"
2022-06-30,목,삼성,KT,대구,"4,809"
2022-06-30,목,롯데,두산,사직,"6,566"
2022-07-01,금,키움,한화,고척,"3,238"
2022-07-01,금,SSG,KIA,문학,"14,099"
2022-07-01,금,LG,롯데,잠실,"12,224"
2022-07-01,금,KT,두산,수원,"4,781"
2022-07-02,토,키움,한화,고척,"6,692"
2022-07-02,토,SSG,KIA,문학,"23,000"
2022-07-02,토,LG,롯데,잠실,"18,750"
2022-07-02,토,KT,두산,수원,"10,065"
2022-07-02,토,NC,삼성,창원,"9,063"
2022-07-03,일,키움,한화,고척,"5,952"
2022-07-03,일,SSG,KIA,문학,"18,666"
2022-07-03,일,LG,롯데,잠실,"23,750"
2022-07-03,일,KT,두산,수원,"5,749"
2022-07-03,일,NC,삼성,창원,"4,725"
2022-07-05,화,삼성,LG,대구,"4,683"
2022-07-05,화,SSG,롯데,문학,"7,773"
2022-07-05,화,한화,NC,대전,"2,632"
2022-07-05,화,두산,키움,잠실,"4,265"
2022-07-06,수,KIA,KT,광주,"6,269"
2022-07-06,수,삼성,LG,대구,"4,673"
2022-07-06,수,SSG,롯데,문학,"6,859"
2022-07-06,수,한화,NC,대전,"2,726"
2022-07-06,수,두산,키움,잠실,"2,930"
2022-07-07,목,삼성,LG,대구,"4,989"
2022-07-07,목,SSG,롯데,문학,"5,866"
2022-07-07,목,한화,NC,대전,"3,111"
2022-07-07,목,두산,키움,잠실,"3,781"
2022-07-08,금,KIA,한화,광주,"7,732"
2022-07-08,금,두산,LG,잠실,"9,875"
2022-07-08,금,KT,롯데,수원,"5,218"
2022-07-08,금,키움,NC,고척,"2,500"
2022-07-08,금,삼성,SSG,대구,"5,359"
2022-07-09,토,KIA,한화,광주,"13,246"
2022-07-09,토,두산,LG,잠실,"16,032"
2022-07-09,토,KT,롯데,수원,"13,030"
2022-07-09,토,키움,NC,고척,"4,459"
2022-07-09,토,삼성,SSG,대구,"11,924"
2022-07-10,일,KIA,한화,광주,"8,387"
2022-07-10,일,두산,LG,잠실,"10,980"
2022-07-10,일,KT,롯데,수원,"9,656"
2022-07-10,일,키움,NC,고척,"4,419"
2022-07-10,일,삼성,SSG,대구,"10,126"
2022-07-12,화,롯데,한화,사직,"22,890"
2022-07-12,화,LG,KIA,잠실,"14,517"
2022-07-12,화,NC,두산,창원,"3,522"
2022-07-12,화,KT,삼성,수원,"3,723"
2022-07-12,화,SSG,키움,문학,"10,985"
2022-07-13,수,롯데,한화,사직,"10,188"
2022-07-13,수,NC,두산,창원,"2,880"
2022-07-14,목,롯데,한화,사직,"7,653"
2022-07-14,목,LG,KIA,잠실,"14,590"
2022-07-14,목,NC,두산,창원,"4,659"
2022-07-14,목,KT,삼성,수원,"4,703"
2022-07-14,목,SSG,키움,문학,"12,969"
2022-07-22,금,롯데,KIA,사직,"11,010"
2022-07-22,금,한화,KT,대전,"4,010"
2022-07-22,금,NC,LG,창원,"5,924"
2022-07-22,금,두산,SSG,잠실,"6,223"
2022-07-22,금,키움,삼성,고척,"4,776"
2022-07-23,토,롯데,KIA,사직,"15,526"
2022-07-23,토,한화,KT,대전,"5,234"
2022-07-23,토,NC,LG,창원,"7,934"
2022-07-23,토,키움,삼성,고척,"7,057"
2022-07-24,일,롯데,KIA,사직,"10,881"
2022-07-24,일,한화,KT,대전,"3,420"
2022-07-24,일,NC,LG,창원,"4,034"
2022-07-24,일,두산,SSG,잠실,"6,216"
2022-07-24,일,키움,삼성,고척,"6,897"
2022-07-26,화,삼성,한화,포항,"5,431"
2022-07-26,화,SSG,LG,문학,"11,063"
2022-07-26,화,두산,롯데,잠실,"5,857"
2022-07-26,화,KIA,NC,광주,"5,994"
2022-07-26,화,KT,키움,수원,"3,631"
2022-07-27,수,삼성,한화,포항,"6,258"
2022-07-27,수,SSG,LG,문학,"10,070"
2022-07-27,수,두산,롯데,잠실,"5,115"
2022-07-27,수,KIA,NC,광주,"5,868"
2022-07-27,수,KT,키움,수원,"3,126"
2022-07-28,목,삼성,한화,포항,"7,202"
2022-07-28,목,SSG,LG,문학,"15,059"
2022-07-28,목,두산,롯데,잠실,"9,820"
2022-07-28,목,KIA,NC,광주,"6,166"
2022-07-28,목,KT,키움,수원,"4,828"
2022-07-29,금,LG,KT,잠실,"9,114"
2022-07-29,금,삼성,롯데,대구,"10,486"
2022-07-29,금,한화,두산,대전,"3,614"
2022-07-29,금,KIA,SSG,광주,"7,755"
2022-07-29,금,NC,키움,창원,"4,796"
2022-07-30,토,LG,KT,잠실,"10,589"
2022-07-30,토,삼성,롯데,대구,"18,789"
2022-07-30,토,한화,두산,대전,"5,838"
2022-07-30,토,KIA,SSG,광주,"10,836"
2022-07-30,토,NC,키움,창원,"7,150"
2022-07-31,일,삼성,롯데,대구,"10,854"
2022-07-31,일,KIA,SSG,광주,"6,408"
2022-08-02,화,한화,KIA,대전,"5,151"
2022-08-02,화,롯데,LG,사직,"7,277"
2022-08-02,화,키움,SSG,고척,"6,941"
2022-08-03,수,한화,KIA,대전,"5,238"
2022-08-03,수,NC,KT,창원,"4,569"
2022-08-03,수,롯데,LG,사직,"6,829"
2022-08-03,수,키움,SSG,고척,"7,573"
2022-08-03,수,두산,삼성,잠실,"6,125"
2022-08-04,목,한화,KIA,대전,"5,586"
2022-08-04,목,NC,KT,창원,"3,210"
2022-08-04,목,롯데,LG,사직,"5,865"
2022-08-04,목,키움,SSG,고척,"6,064"
2022-08-04,목,두산,삼성,잠실,"7,429"
2022-08-05,금,KT,한화,수원,"6,114"
2022-08-05,금,롯데,NC,사직,"6,243"
2022-08-05,금,KIA,두산,광주,"7,903"
2022-08-05,금,SSG,삼성,문학,"11,962"
2022-08-05,금,LG,키움,잠실,"10,811"
2022-08-06,토,KT,한화,수원,"9,636"
2022-08-06,토,롯데,NC,사직,"9,584"
2022-08-06,토,KIA,두산,광주,"8,652"
2022-08-06,토,SSG,삼성,문학,"18,640"
2022-08-06,토,LG,키움,잠실,"11,357"
2022-08-07,일,KT,한화,수원,"8,969"
2022-08-07,일,롯데,NC,사직,"6,360"
2022-08-07,일,KIA,두산,광주,"6,509"
2022-08-07,일,SSG,삼성,문학,"15,958"
2022-08-07,일,LG,키움,잠실,"10,396"
2022-08-10,수,삼성,KIA,대구,"7,722"
2022-08-10,수,SSG,KT,문학,"6,523"
2022-08-10,수,키움,롯데,고척,"4,352"
2022-08-10,수,두산,NC,잠실,"2,672"
2022-08-11,목,SSG,KT,문학,"6,603"
2022-08-11,목,키움,롯데,고척,"4,515"
2022-08-11,목,두산,NC,잠실,"2,005"
2022-08-12,금,삼성,KIA,대구,"10,291"
2022-08-12,금,SSG,KT,문학,"10,093"
2022-08-12,금,한화,LG,대전,"4,400"
2022-08-12,금,키움,롯데,고척,"4,710"
2022-08-12,금,두산,NC,잠실,"3,679"
2022-08-13,토,KIA,롯데,광주,"12,159"
2022-08-13,토,두산,SSG,잠실,"6,659"
2022-08-13,토,KT,삼성,수원,"7,963"
2022-08-13,토,한화,키움,대전,"4,331"
2022-08-14,일,NC,LG,창원,"7,327"
2022-08-14,일,KIA,롯데,광주,"11,374"
2022-08-14,일,두산,SSG,잠실,"6,973"
2022-08-14,일,KT,삼성,수원,"7,720"
2022-08-14,일,한화,키움,대전,"5,274"
2022-08-16,화,LG,삼성,잠실,"9,671"
2022-08-16,화,KT,키움,수원,"3,745"
2022-08-17,수,NC,한화,창원,"2,663"
2022-08-17,수,롯데,두산,사직,"3,618"
2022-08-17,수,KIA,SSG,광주,"4,330"
2022-08-17,수,LG,삼성,잠실,"9,180"
2022-08-17,수,KT,키움,수원,"3,768"
2022-08-18,목,롯데,KT,사직,"6,316"
2022-08-18,목,SSG,LG,문학,"14,662"
2022-08-18,목,KIA,NC,광주,"4,927"
2022-08-18,목,한화,삼성,대전,"3,023"
2022-08-18,목,두산,키움,잠실,"3,517"
2022-08-19,금,롯데,KT,사직,"4,607"
2022-08-19,금,KIA,NC,광주,"5,438"
2022-08-19,금,한화,삼성,대전,"3,213"
2022-08-20,토,롯데,한화,사직,"7,376"
2022-08-20,토,KT,KIA,수원,"19,194"
2022-08-20,토,LG,두산,잠실,"17,504"
2022-08-20,토,키움,SSG,고척,"7,439"
2022-08-21,일,롯데,한화,사직,"7,754"
2022-08-21,일,KT,KIA,수원,"16,158"
2022-08-21,일,삼성,NC,대구,"11,429"
2022-08-21,일,LG,두산,잠실,"14,441"
2022-08-21,일,키움,SSG,고척,"7,183"
2022-08-23,화,키움,KIA,고척,"6,637"
2022-08-23,화,두산,KT,잠실,"3,059"
2022-08-23,화,한화,LG,대전,"2,107"
2022-08-23,화,NC,롯데,창원,"9,211"
2022-08-23,화,SSG,삼성,문학,"8,096"
2022-08-24,수,키움,KIA,고척,"8,175"
2022-08-24,수,두산,KT,잠실,"2,827"
2022-08-24,수,한화,LG,대전,"2,608"
2022-08-24,수,NC,롯데,창원,"7,479"
2022-08-24,수,SSG,삼성,문학,"8,345"
2022-08-25,목,LG,KIA,잠실,"14,262"
2022-08-25,목,한화,두산,대전,"2,315"
2022-08-25,목,KT,SSG,수원,"5,103"
2022-08-25,목,롯데,삼성,사직,"6,844"
2022-08-25,목,NC,키움,창원,"2,712"
2022-08-26,금,LG,KIA,잠실,"18,154"
2022-08-26,금,한화,두산,대전,"3,226"
2022-08-26,금,KT,SSG,수원,"6,149"
2022-08-26,금,롯데,삼성,사직,"7,483"
2022-08-26,금,NC,키움,창원,"4,856"
2022-08-27,토,삼성,한화,대구,"13,729"
